date,state,district,bio_age_5_17,bio_age_17_plus
01-03-2025,Nagaland,Mon,652,1189
01-03-2025,Nagaland,Niuland,14,46
01-03-2025,Nagaland,Noklak,16,59
01-03-2025,Nagaland,Peren,256,488
01-03-2025,Nagaland,Phek,147,1487
01-03-2025,Nagaland,Tseminyu,13,46
01-03-2025,Nagaland,Tuensang,285,793
01-03-2025,Nagaland,Wokha,246,1146
01-03-2025,Nagaland,Zunheboto,159,1508
01-03-2025,Odisha,ANUGUL,10,46
01-03-2025,Odisha,Angul,2731,4882
01-03-2025,Odisha,Anugul,39,106
01-03-2025,Odisha,Balangir,4017,8197
01-03-2025,Odisha,Baleshwar,600,2015
01-03-2025,Odisha,Baleswar,5171,7445
01-03-2025,Odisha,Bargarh,3647,7630
01-03-2025,Odisha,Baudh,63,859
01-03-2025,Odisha,Bhadrak,3931,6830
01-03-2025,Odisha,Boudh,1077,2317
01-03-2025,Odisha,Cuttack,5048,11464
01-03-2025,Odisha,Debagarh,684,1311
01-03-2025,Odisha,Dhenkanal,4187,7396
01-03-2025,Odisha,Gajapati,2775,6864
01-03-2025,Odisha,Ganjam,8590,14760
01-03-2025,Odisha,JAJPUR,1668,3038
01-03-2025,Odisha,Jagatsinghapur,1782,4056
01-03-2025,Odisha,Jagatsinghpur,146,962
01-03-2025,Odisha,Jajapur,2840,5232
01-03-2025,Odisha,Jharsuguda,1279,1994
01-03-2025,Odisha,Kalahandi,5546,11235
01-03-2025,Odisha,Kandhamal,3687,6796
01-03-2025,Odisha,Kendrapara,4036,7247
01-03-2025,Odisha,Kendujhar,6124,11611
01-03-2025,Odisha,Khorda,4603,7484
01-03-2025,Odisha,Khordha,105,595
01-03-2025,Odisha,Koraput,7919,12295
01-03-2025,Odisha,Malkangiri,6053,3896
01-03-2025,Odisha,Mayurbhanj,8491,14166
01-03-2025,Odisha,Nabarangapur,6051,8542
01-03-2025,Odisha,Nayagarh,2705,5418
01-03-2025,Odisha,Nuapada,1333,4485
01-03-2025,Odisha,Puri,3462,6229
01-03-2025,Odisha,Rayagada,2882,5772
01-03-2025,Odisha,Sambalpur,3200,4111
01-03-2025,Odisha,Sonapur,1331,2123
01-03-2025,Odisha,Subarnapur,181,966
01-03-2025,Odisha,Sundargarh,388,1796
01-03-2025,Odisha,Sundergarh,5085,8316
01-03-2025,Orissa,Balangir,334,2057
01-03-2025,Orissa,Baleshwar,72,278
01-03-2025,Orissa,Bargarh,16,118
01-03-2025,Orissa,Bhadrak,137,503
01-03-2025,Orissa,Cuttack,78,524
01-03-2025,Orissa,Dhenkanal,50,175
01-03-2025,Orissa,Ganjam,163,569
01-03-2025,Orissa,Jajapur,15,56
01-03-2025,Orissa,Khordha,271,1609
01-03-2025,Orissa,Koraput,42,131
01-03-2025,Orissa,Puri,87,443
01-03-2025,Orissa,Rayagada,28,266
01-03-2025,Orissa,Sundargarh,13,48
01-03-2025,Pondicherry,Pondicherry,299,1978
01-03-2025,Puducherry,Karaikal,314,1019
01-03-2025,Puducherry,Puducherry,898,1420
01-03-2025,Punjab,Amritsar,7560,16513
01-03-2025,Punjab,Barnala,1305,3407
01-03-2025,Punjab,Bathinda,4876,9510
01-03-2025,Punjab,Faridkot,1520,4835
01-03-2025,Punjab,Fatehgarh Sahib,1538,3229
01-03-2025,Punjab,Fazilka,3247,5534
01-03-2025,Punjab,Ferozepur,3385,6515
01-03-2025,Punjab,Firozpur,227,1879
01-03-2025,Punjab,Gurdaspur,4892,12578
01-03-2025,Punjab,Hoshiarpur,3501,9848
01-03-2025,Punjab,Jalandhar,7894,16001
01-03-2025,Punjab,Kapurthala,2175,6472
01-03-2025,Punjab,Ludhiana,11042,18144
01-03-2025,Punjab,Malerkotla,461,1009
01-03-2025,Punjab,Mansa,2450,7771
01-03-2025,Punjab,Moga,2894,5865
01-03-2025,Punjab,Muktsar,71,1137
01-03-2025,Punjab,Pathankot,1191,1950
01-03-2025,Punjab,Patiala,4526,11533
01-03-2025,Punjab,Rupnagar,1754,3993
01-03-2025,Punjab,S.A.S Nagar(Mohali),25,192
01-03-2025,Punjab,SAS Nagar (Mohali),3420,3911
01-03-2025,Punjab,Sangrur,3540,7334
01-03-2025,Punjab,Shaheed Bhagat Singh Nagar,1295,2340
01-03-2025,Punjab,Sri Muktsar Sahib,3368,6405
01-03-2025,Punjab,Tarn Taran,3858,10650
01-03-2025,Rajasthan,Ajmer,6104,7466
01-03-2025,Rajasthan,Alwar,10532,13227
01-03-2025,Rajasthan,Banswara,3331,5978
01-03-2025,Rajasthan,Baran,3503,4849
01-03-2025,Rajasthan,Barmer,8085,9635
01-03-2025,Rajasthan,Bharatpur,5636,7951
01-03-2025,Rajasthan,Bhilwara,4822,5835
01-03-2025,Rajasthan,Bikaner,5707,8703
01-03-2025,Rajasthan,Bundi,2397,3593
01-03-2025,Rajasthan,Chittaurgarh,25,157
01-03-2025,Rajasthan,Chittorgarh,3056,3564
01-03-2025,Rajasthan,Churu,5734,8444
01-03-2025,Rajasthan,Dausa,4864,6991
01-03-2025,Rajasthan,Dholpur,3854,4223
01-03-2025,Rajasthan,Dungarpur,3531,5204
01-03-2025,Rajasthan,Ganganagar,3617,7313
01-03-2025,Rajasthan,Hanumangarh,4108,7451
01-03-2025,Rajasthan,Jaipur,15224,25583
01-03-2025,Rajasthan,Jaisalmer,2386,2760
01-03-2025,Rajasthan,Jalor,3576,6046
01-03-2025,Rajasthan,Jhalawar,3336,4640
01-03-2025,Rajasthan,Jhunjhunu,11,87
01-03-2025,Rajasthan,Jhunjhunun,4267,8569
01-03-2025,Rajasthan,Jodhpur,11211,13776
01-03-2025,Rajasthan,Karauli,3639,4685
01-03-2025,Rajasthan,Kota,4421,6301
01-03-2025,Rajasthan,Nagaur,7715,12792
01-03-2025,Rajasthan,Pali,4219,10985
01-03-2025,Rajasthan,Pratapgarh,2240,3021
01-03-2025,Rajasthan,Rajsamand,3393,3074
01-03-2025,Rajasthan,Sawai Madhopur,3402,5584
01-03-2025,Rajasthan,Sikar,7418,12553
01-03-2025,Rajasthan,Sirohi,2283,3788
01-03-2025,Rajasthan,Tonk,3416,5761
01-03-2025,Rajasthan,Udaipur,9024,13530
01-03-2025,Sikkim,East,419,583
01-03-2025,Sikkim,East Sikkim,401,231
01-03-2025,Sikkim,North,22,28
01-03-2025,Sikkim,North Sikkim,60,35
01-03-2025,Sikkim,South,205,430
01-03-2025,Sikkim,South Sikkim,267,131
01-03-2025,Sikkim,West,472,407
01-03-2025,Sikkim,West Sikkim,678,185
01-03-2025,Tamil Nadu,Ariyalur,6118,9085
01-03-2025,Tamil Nadu,Chengalpattu,290,223
01-03-2025,Tamil Nadu,Chennai,11938,18374
01-03-2025,Tamil Nadu,Coimbatore,10507,18424
01-03-2025,Tamil Nadu,Cuddalore,12561,7586
01-03-2025,Tamil Nadu,Dharmapuri,13387,5045
01-03-2025,Tamil Nadu,Dindigul,11793,18751
01-03-2025,Tamil Nadu,Erode,8369,10427
01-03-2025,Tamil Nadu,Kallakurichi,505,300
01-03-2025,Tamil Nadu,Kancheepuram,14511,13965
01-03-2025,Tamil Nadu,Kanniyakumari,2040,5557
01-03-2025,Tamil Nadu,Kanyakumari,1209,944
01-03-2025,Tamil Nadu,Karur,4830,3790
01-03-2025,Tamil Nadu,Krishnagiri,11740,5748
01-03-2025,Tamil Nadu,Madurai,14305,17159
01-03-2025,Tamil Nadu,Mayiladuthurai,705,134
01-03-2025,Tamil Nadu,Nagapattinam,5493,5038
01-03-2025,Tamil Nadu,Namakkal,6014,9340
01-03-2025,Tamil Nadu,Perambalur,5086,2259
01-03-2025,Tamil Nadu,Pudukkottai,6620,9806
01-03-2025,Tamil Nadu,Ramanathapuram,6244,7260
01-03-2025,Tamil Nadu,Ranipet,12,16
01-03-2025,Tamil Nadu,Salem,24298,16744
01-03-2025,Tamil Nadu,Sivaganga,6045,7049
01-03-2025,Tamil Nadu,Tenkasi,924,440
01-03-2025,Tamil Nadu,Thanjavur,10900,15976
01-03-2025,Tamil Nadu,The Nilgiris,3433,3093
01-03-2025,Tamil Nadu,Theni,6290,7860
01-03-2025,Tamil Nadu,Thiruvallur,250,208
01-03-2025,Tamil Nadu,Thiruvarur,6865,4266
01-03-2025,Tamil Nadu,Thoothukkudi,12958,13198
01-03-2025,Tamil Nadu,Tiruchirappalli,10236,16835
01-03-2025,Tamil Nadu,Tirunelveli,14754,19437
01-03-2025,Tamil Nadu,Tirupattur,1384,426
01-03-2025,Tamil Nadu,Tiruppur,8331,9270
01-03-2025,Tamil Nadu,Tiruvallur,18126,15082
01-03-2025,Tamil Nadu,Tiruvannamalai,19832,6718
01-03-2025,Tamil Nadu,Vellore,15366,11421
01-03-2025,Tamil Nadu,Villupuram,15979,4483
01-03-2025,Tamil Nadu,Viluppuram,5864,8078
01-03-2025,Tamil Nadu,Virudhunagar,7679,7069
01-03-2025,Telangana,Adilabad,3199,4410
01-03-2025,Telangana,Bhadradri Kothagudem,644,1006
01-03-2025,Telangana,Hanumakonda,130,643
01-03-2025,Telangana,Hyderabad,10335,12114
01-03-2025,Telangana,Jagitial,403,539
01-03-2025,Telangana,Jangoan,133,281
01-03-2025,Telangana,Jayashankar Bhupalpally,95,268
01-03-2025,Telangana,Jogulamba Gadwal,687,669
01-03-2025,Telangana,K.v. Rangareddy,10789,15663
01-03-2025,Telangana,Kamareddy,511,695
01-03-2025,Telangana,Karimnagar,5629,8910
01-03-2025,Telangana,Khammam,2478,2040
01-03-2025,Telangana,Komaram Bheem,285,610
01-03-2025,Telangana,Mahabubabad,278,565
01-03-2025,Telangana,Mahabubnagar,10634,11582
01-03-2025,Telangana,Mancherial,264,688
01-03-2025,Telangana,Medak,4875,6149
01-03-2025,Telangana,Medchal-malkajgiri,1239,2810
01-03-2025,Telangana,Medchal?malkajgiri,484,365
01-03-2025,Telangana,Mulugu,89,190
01-03-2025,Telangana,Nagarkurnool,523,659
01-03-2025,Telangana,Nalgonda,5924,6791
01-03-2025,Telangana,Narayanpet,236,356
01-03-2025,Telangana,Nirmal,270,435
01-03-2025,Telangana,Nizamabad,5437,6172
01-03-2025,Telangana,Peddapalli,147,495
01-03-2025,Telangana,Rajanna Sircilla,302,440
01-03-2025,Telangana,Rangareddy,71,282
01-03-2025,Telangana,Sangareddy,905,938
01-03-2025,Telangana,Siddipet,303,420
01-03-2025,Telangana,Suryapet,673,1407
01-03-2025,Telangana,Vikarabad,546,548
01-03-2025,Telangana,Wanaparthy,378,743
01-03-2025,Telangana,Warangal,4294,4369
01-03-2025,Telangana,Warangal Rural,163,270
01-03-2025,Telangana,Warangal Urban,261,492
01-03-2025,Telangana,Yadadri.,316,708
01-03-2025,Tripura,Dhalai,4853,2723
01-03-2025,Tripura,Dhalai  *,30,72
01-03-2025,Tripura,Gomati,2597,579
01-03-2025,Tripura,Khowai,1656,412
01-03-2025,Tripura,North Tripura,5036,4245
01-03-2025,Tripura,Sepahijala,2920,1028
01-03-2025,Tripura,South Tripura,5021,7128
01-03-2025,Tripura,Unakoti,3288,565
01-03-2025,Tripura,West Tripura,8314,11372
01-03-2025,Uttar Pradesh,Agra,15175,9350
01-03-2025,Uttar Pradesh,Aligarh,17052,5512
01-03-2025,Uttar Pradesh,Allahabad,16248,7838
01-03-2025,Uttar Pradesh,Ambedkar Nagar,4518,4307
01-03-2025,Uttar Pradesh,Amethi,6068,4560
01-03-2025,Uttar Pradesh,Amroha,6576,2622
01-03-2025,Uttar Pradesh,Auraiya,5596,2005
01-03-2025,Uttar Pradesh,Ayodhya,201,225
01-03-2025,Uttar Pradesh,Azamgarh,9520,8706
01-03-2025,Uttar Pradesh,Baghpat,5917,2117
01-03-2025,Uttar Pradesh,Bahraich,19150,8314
01-03-2025,Uttar Pradesh,Ballia,6687,6450
01-03-2025,Uttar Pradesh,Balrampur,9329,3750
01-03-2025,Uttar Pradesh,Banda,9193,5651
01-03-2025,Uttar Pradesh,Bara Banki,13872,6015
01-03-2025,Uttar Pradesh,Barabanki,57,240
01-03-2025,Uttar Pradesh,Bareilly,20480,6992
01-03-2025,Uttar Pradesh,Basti,6664,4721
01-03-2025,Uttar Pradesh,Bhadohi,422,470
01-03-2025,Uttar Pradesh,Bijnor,15994,7059
01-03-2025,Uttar Pradesh,Budaun,8868,3283
01-03-2025,Uttar Pradesh,Bulandshahr,15326,4600
01-03-2025,Uttar Pradesh,Chandauli,9352,3593
01-03-2025,Uttar Pradesh,Chitrakoot,5216,2356
01-03-2025,Uttar Pradesh,Deoria,7968,6619
01-03-2025,Uttar Pradesh,Etah,6567,2532
01-03-2025,Uttar Pradesh,Etawah,5882,2986
01-03-2025,Uttar Pradesh,Faizabad,6944,3048
01-03-2025,Uttar Pradesh,Farrukhabad,4804,1844
01-03-2025,Uttar Pradesh,Fatehpur,7881,6783
01-03-2025,Uttar Pradesh,Firozabad,8402,3036
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,6854,4672
01-03-2025,Uttar Pradesh,Ghaziabad,12856,9597
01-03-2025,Uttar Pradesh,Ghazipur,10215,6490
01-03-2025,Uttar Pradesh,Gonda,15768,6152
01-03-2025,Uttar Pradesh,Gorakhpur,8891,12567
01-03-2025,Uttar Pradesh,Hamirpur,4076,2427
01-03-2025,Uttar Pradesh,Hapur,4968,1618
01-03-2025,Uttar Pradesh,Hardoi,19747,6420
01-03-2025,Uttar Pradesh,Hathras,8153,2125
01-03-2025,Uttar Pradesh,Jalaun,6876,3593
01-03-2025,Uttar Pradesh,Jaunpur,11173,8584
01-03-2025,Uttar Pradesh,Jhansi,7879,4859
01-03-2025,Uttar Pradesh,Kannauj,5073,2306
01-03-2025,Uttar Pradesh,Kanpur Dehat,6381,2358
01-03-2025,Uttar Pradesh,Kanpur Nagar,9586,8989
01-03-2025,Uttar Pradesh,Kasganj,5037,2259
01-03-2025,Uttar Pradesh,Kaushambi,8156,2174
01-03-2025,Uttar Pradesh,Kheri,19945,6925
01-03-2025,Uttar Pradesh,Kushinagar,8077,7631
01-03-2025,Uttar Pradesh,Lalitpur,3811,3785
01-03-2025,Uttar Pradesh,Lucknow,13425,10231
01-03-2025,Uttar Pradesh,Maharajganj,5914,5062
01-03-2025,Uttar Pradesh,Mahoba,3781,1770
01-03-2025,Uttar Pradesh,Mainpuri,3971,2801
01-03-2025,Uttar Pradesh,Mathura,9952,4171
01-03-2025,Uttar Pradesh,Mau,7060,4125
01-03-2025,Uttar Pradesh,Meerut,17856,6926
01-03-2025,Uttar Pradesh,Mirzapur,9012,4430
01-03-2025,Uttar Pradesh,Moradabad,13376,6120
01-03-2025,Uttar Pradesh,Muzaffarnagar,16292,5670
01-03-2025,Uttar Pradesh,Pilibhit,11998,5632
01-03-2025,Uttar Pradesh,Pratapgarh,7907,8148
01-03-2025,Uttar Pradesh,Prayagraj,851,1068
01-03-2025,Uttar Pradesh,Rae Bareli,11031,5260
01-03-2025,Uttar Pradesh,Rampur,12017,3938
01-03-2025,Uttar Pradesh,Saharanpur,14541,8274
01-03-2025,Uttar Pradesh,Sambhal,8038,2213
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,4902,4748
01-03-2025,Uttar Pradesh,Sant Ravidas Nagar,5094,2850
01-03-2025,Uttar Pradesh,Shahjahanpur,17984,4776
01-03-2025,Uttar Pradesh,Shamli,8476,2838
01-03-2025,Uttar Pradesh,Shrawasti,4999,3310
01-03-2025,Uttar Pradesh,Siddharthnagar,8772,4202
01-03-2025,Uttar Pradesh,Sitapur,28190,8685
01-03-2025,Uttar Pradesh,Sonbhadra,13274,5911
01-03-2025,Uttar Pradesh,Sultanpur,7108,4601
01-03-2025,Uttar Pradesh,Unnao,12044,5765
01-03-2025,Uttar Pradesh,Varanasi,9546,8002
01-03-2025,Uttarakhand,Almora,1410,1627
01-03-2025,Uttarakhand,Bageshwar,651,1871
01-03-2025,Uttarakhand,Chamoli,1167,2357
01-03-2025,Uttarakhand,Champawat,793,1585
01-03-2025,Uttarakhand,Dehradun,4603,6951
01-03-2025,Uttarakhand,Haridwar,3420,4653
01-03-2025,Uttarakhand,Nainital,2496,3088
01-03-2025,Uttarakhand,Pauri Garhwal,1213,1926
01-03-2025,Uttarakhand,Pithoragarh,1083,1920
01-03-2025,Uttarakhand,Rudraprayag,770,1484
01-03-2025,Uttarakhand,Tehri Garhwal,1870,2680
01-03-2025,Uttarakhand,Udham Singh Nagar,4444,4887
01-03-2025,Uttarakhand,Uttarkashi,764,1581
01-03-2025,West Bengal,Alipurduar,390,584
01-03-2025,West Bengal,Bankura,5474,6134
01-03-2025,West Bengal,Barddhaman,7968,11432
01-03-2025,West Bengal,Bardhaman,289,762
01-03-2025,West Bengal,Birbhum,4894,6872
01-03-2025,West Bengal,Cooch Behar,2097,3132
01-03-2025,West Bengal,Dakshin Dinajpur,1775,2540
01-03-2025,West Bengal,Darjeeling,1632,3600
01-03-2025,West Bengal,Darjiling,39,183
01-03-2025,West Bengal,East Midnapore,780,1639
01-03-2025,West Bengal,Haora,498,2469
01-03-2025,West Bengal,Hooghly,7013,10405
01-03-2025,West Bengal,Howrah,4193,7513
01-03-2025,West Bengal,Jalpaiguri,3347,5581
01-03-2025,West Bengal,Jhargram,87,235
01-03-2025,West Bengal,Kalimpong,24,17
01-03-2025,West Bengal,Koch Bihar,217,814
01-03-2025,West Bengal,Kolkata,2706,7920
01-03-2025,West Bengal,Malda,3983,6256
01-03-2025,West Bengal,Maldah,312,969
01-03-2025,West Bengal,Murshidabad,8679,14109
01-03-2025,West Bengal,Nadia,5652,9904
01-03-2025,West Bengal,North 24 Parganas,9230,15858
01-03-2025,West Bengal,North Twenty Four Parganas,263,1206
01-03-2025,West Bengal,Paschim Bardhaman,346,929
01-03-2025,West Bengal,Paschim Medinipur,5732,7923
01-03-2025,West Bengal,Purba Bardhaman,473,998
01-03-2025,West Bengal,Purba Medinipur,6008,7608
01-03-2025,West Bengal,Purulia,54,121
01-03-2025,West Bengal,Puruliya,2885,5522
01-03-2025,West Bengal,South 24 Parganas,10279,14183
01-03-2025,West Bengal,South Dinajpur,58,140
01-03-2025,West Bengal,South Twenty Four Parganas,775,2622
01-03-2025,West Bengal,Uttar Dinajpur,3111,5665
01-03-2025,West Bengal,West Midnapore,410,1357
01-04-2025,Andaman & Nicobar Islands,Andamans,17,167
01-04-2025,Andaman and Nicobar Islands,Nicobar,151,117
01-04-2025,Andaman and Nicobar Islands,North And Middle Andaman,623,348
01-04-2025,Andaman and Nicobar Islands,South Andaman,839,482
01-04-2025,Andhra Pradesh,Adilabad,694,2822
01-04-2025,Andhra Pradesh,Alluri Sitharama Raju,877,1092
01-04-2025,Andhra Pradesh,Anakapalli,598,342
01-04-2025,Andhra Pradesh,Anantapur,5252,6078
01-04-2025,Andhra Pradesh,Ananthapur,15832,2062
01-04-2025,Andhra Pradesh,Ananthapuramu,21835,1945
01-04-2025,Andhra Pradesh,Annamayya,760,371
01-04-2025,Andhra Pradesh,Bapatla,220,165
01-04-2025,Andhra Pradesh,Chittoor,35284,10206
01-04-2025,Andhra Pradesh,Cuddapah,22219,5703
01-04-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,321,247
01-04-2025,Andhra Pradesh,East Godavari,39510,11585
01-04-2025,Andhra Pradesh,Eluru,402,462
01-04-2025,Andhra Pradesh,Guntur,40190,11344
01-04-2025,Andhra Pradesh,Hyderabad,1935,8839
01-04-2025,Andhra Pradesh,Kakinada,710,613
01-04-2025,Andhra Pradesh,Karim Nagar,25,34
01-04-2025,Andhra Pradesh,Karimnagar,140,487
01-04-2025,Andhra Pradesh,Khammam,790,2151
01-04-2025,Andhra Pradesh,Krishna,29038,9999
01-04-2025,Andhra Pradesh,Kurnool,56618,11320
01-04-2025,Andhra Pradesh,Mahabub Nagar,35,86
01-04-2025,Andhra Pradesh,Mahbubnagar,189,664
01-04-2025,Andhra Pradesh,Medak,382,1320
01-04-2025,Andhra Pradesh,N. T. R,993,944
01-04-2025,Andhra Pradesh,Nalgonda,254,1018
01-04-2025,Andhra Pradesh,Nandyal,658,411
01-04-2025,Andhra Pradesh,Nellore,21231,6487
01-04-2025,Andhra Pradesh,Nizamabad,229,528
01-04-2025,Andhra Pradesh,Palnadu,606,398
01-04-2025,Andhra Pradesh,Parvathipuram Manyam,840,655
01-04-2025,Andhra Pradesh,Prakasam,28635,7906
01-04-2025,Andhra Pradesh,Rangareddi,1035,4115
01-04-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,519,369
01-04-2025,Andhra Pradesh,Sri Sathya Sai,690,395
01-04-2025,Andhra Pradesh,Srikakulam,29521,7659
01-04-2025,Andhra Pradesh,Tirupati,560,571
01-04-2025,Andhra Pradesh,Visakhapatnam,44075,14418
01-04-2025,Andhra Pradesh,Vizianagaram,21930,6001
01-04-2025,Andhra Pradesh,Warangal,894,3169
01-04-2025,Andhra Pradesh,West Godavari,26832,9379
01-04-2025,Andhra Pradesh,Y. S. R,524,347
01-04-2025,Arunachal Pradesh,Anjaw,68,53
01-04-2025,Arunachal Pradesh,Changlang,490,258
01-04-2025,Arunachal Pradesh,Dibang Valley,11,11
01-04-2025,Arunachal Pradesh,East Kameng,333,168
01-04-2025,Arunachal Pradesh,East Siang,191,112
01-04-2025,Arunachal Pradesh,Kra Daadi,127,80
01-04-2025,Arunachal Pradesh,Kurung Kumey,107,467
01-04-2025,Arunachal Pradesh,Lohit,177,306
01-04-2025,Arunachal Pradesh,Longding,277,126
01-04-2025,Arunachal Pradesh,Lower Dibang Valley,111,67
01-04-2025,Arunachal Pradesh,Lower Subansiri,169,178
01-04-2025,Arunachal Pradesh,Namsai,327,351
01-04-2025,Arunachal Pradesh,Papum Pare,458,618
01-04-2025,Arunachal Pradesh,Shi-yomi,17,15
01-04-2025,Arunachal Pradesh,Siang,107,49
01-04-2025,Arunachal Pradesh,Tawang,153,118
01-04-2025,Arunachal Pradesh,Tirap,107,49
01-04-2025,Arunachal Pradesh,Upper Siang,112,67
01-04-2025,Arunachal Pradesh,Upper Subansiri,336,230
01-04-2025,Arunachal Pradesh,West Kameng,330,637
01-04-2025,Arunachal Pradesh,West Siang,250,157
01-04-2025,Assam,Baksa,2598,474
01-04-2025,Assam,Barpeta,9902,2067
01-04-2025,Assam,Biswanath,1463,323
01-04-2025,Assam,Bongaigaon,4512,1135
01-04-2025,Assam,Cachar,9483,2866
01-04-2025,Assam,Charaideo,385,166
01-04-2025,Assam,Chirang,2597,633
01-04-2025,Assam,Darrang,3709,1180
01-04-2025,Assam,Dhemaji,1532,642
01-04-2025,Assam,Dhubri,9246,1767
01-04-2025,Assam,Dibrugarh,2860,2275
01-04-2025,Assam,Goalpara,2740,746
01-04-2025,Assam,Golaghat,1210,763
01-04-2025,Assam,Hailakandi,1165,482
01-04-2025,Assam,Hojai,2871,1358
01-04-2025,Assam,Jorhat,1052,436
01-04-2025,Assam,Kamrup,8005,1226
01-04-2025,Assam,Kamrup Metro,2881,1492
01-04-2025,Assam,Karbi Anglong,2984,1071
01-04-2025,Assam,Karimganj,2550,934
01-04-2025,Assam,Kokrajhar,4750,1068
01-04-2025,Assam,Lakhimpur,3081,896
01-04-2025,Assam,Majuli,461,75
01-04-2025,Assam,Marigaon,4983,1237
01-04-2025,Assam,Nagaon,8183,5530
01-04-2025,Assam,Nalbari,1452,301
01-04-2025,Assam,North Cachar Hills,184,95
01-04-2025,Assam,Sibsagar,757,248
01-04-2025,Assam,Sonitpur,3255,1068
01-04-2025,Assam,South Salmara Mankachar,360,161
01-04-2025,Assam,Tinsukia,1387,723
01-04-2025,Assam,Udalguri,2535,738
01-04-2025,Assam,West Karbi Anglong,162,188
01-04-2025,Bihar,Araria,17275,12820
01-04-2025,Bihar,Arwal,2372,2688
01-04-2025,Bihar,Aurangabad,7654,6726
01-04-2025,Bihar,Banka,11199,7130
01-04-2025,Bihar,Begusarai,14813,11846
01-04-2025,Bihar,Bhagalpur,14317,10270
01-04-2025,Bihar,Bhojpur,6166,8088
01-04-2025,Bihar,Buxar,4215,4119
01-04-2025,Bihar,Darbhanga,18424,16329
01-04-2025,Bihar,East Champaran,18395,16092
01-04-2025,Bihar,Gaya,17648,14616
01-04-2025,Bihar,Gopalganj,8655,7342
01-04-2025,Bihar,Jamui,7373,4803
01-04-2025,Bihar,Jehanabad,2739,2931
01-04-2025,Bihar,Kaimur (Bhabua),5973,4993
01-04-2025,Bihar,Katihar,20160,16110
01-04-2025,Bihar,Khagaria,7712,6367
01-04-2025,Bihar,Kishanganj,9326,8916
01-04-2025,Bihar,Lakhisarai,4012,3848
01-04-2025,Bihar,Madhepura,11307,10247
01-04-2025,Bihar,Madhubani,21330,19418
01-04-2025,Bihar,Munger,3807,3746
01-04-2025,Bihar,Muzaffarpur,18807,16225
01-04-2025,Bihar,Nalanda,9408,9234
01-04-2025,Bihar,Nawada,6580,6134
01-04-2025,Bihar,Pashchim Champaran,11,30
01-04-2025,Bihar,Patna,17785,15295
01-04-2025,Bihar,Purnea,183,475
01-04-2025,Bihar,Purnia,19935,17607
01-04-2025,Bihar,Rohtas,8429,7584
01-04-2025,Bihar,Saharsa,8078,11399
01-04-2025,Bihar,Samastipur,21204,16623
01-04-2025,Bihar,Saran,9485,10504
01-04-2025,Bihar,Sheikhpura,2622,3054
01-04-2025,Bihar,Sheohar,2342,2979
01-04-2025,Bihar,Sitamarhi,14036,13191
01-04-2025,Bihar,Siwan,8163,8502
01-04-2025,Bihar,Supaul,9887,10713
01-04-2025,Bihar,Vaishali,14309,14410
01-04-2025,Bihar,West Champaran,13858,12321
01-04-2025,Chandigarh,Chandigarh,4587,3334
01-04-2025,Chhattisgarh,Balod,1467,5641
01-04-2025,Chhattisgarh,Baloda Bazar,2580,15415
01-04-2025,Chhattisgarh,Balrampur,1064,4519
01-04-2025,Chhattisgarh,Bastar,1359,7487
01-04-2025,Chhattisgarh,Bemetara,1392,7909
01-04-2025,Chhattisgarh,Bijapur,1550,1985
01-04-2025,Chhattisgarh,Bilaspur,3452,20010
01-04-2025,Chhattisgarh,Dakshin Bastar Dantewada,539,1337
01-04-2025,Chhattisgarh,Dantewada,188,600
01-04-2025,Chhattisgarh,Dhamtari,1473,9230
01-04-2025,Chhattisgarh,Durg,3606,15585
01-04-2025,Chhattisgarh,Gariyaband,749,5973
01-04-2025,Chhattisgarh,Gaurela-pendra-marwahi,51,423
01-04-2025,Chhattisgarh,Janjgir-champa,3329,20749
01-04-2025,Chhattisgarh,Jashpur,1311,6376
01-04-2025,Chhattisgarh,Kabeerdham,574,2285
01-04-2025,Chhattisgarh,Kanker,703,3447
01-04-2025,Chhattisgarh,Kawardha,895,5195
01-04-2025,Chhattisgarh,Kondagaon,541,3788
01-04-2025,Chhattisgarh,Korba,3449,9118
01-04-2025,Chhattisgarh,Koriya,1146,5315
01-04-2025,Chhattisgarh,Mahasamund,1532,12826
01-04-2025,Chhattisgarh,ManendragarhChirmiriBharatpur,15,118
01-04-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,120,777
01-04-2025,Chhattisgarh,Mungeli,1460,7647
01-04-2025,Chhattisgarh,Narayanpur,638,2468
01-04-2025,Chhattisgarh,Raigarh,2771,13806
01-04-2025,Chhattisgarh,Raipur,3770,15413
01-04-2025,Chhattisgarh,Rajnandgaon,2465,13847
01-04-2025,Chhattisgarh,Sakti,67,528
01-04-2025,Chhattisgarh,Sukma,879,1508
01-04-2025,Chhattisgarh,Surajpur,1092,7311
01-04-2025,Chhattisgarh,Surguja,1534,8880
01-04-2025,Chhattisgarh,Uttar Bastar Kanker,262,2190
01-04-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,1320,1962
01-04-2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,97,220
